zone_id,station_count,longitude,latitude,charge_count,area,perimeter,poi_food,poi_business,poi_lifestyle,mean_load_kwh,peak_load_kwh,load_cv,burstiness_p99_mean,morning_ratio,noon_ratio,evening_ratio,night_ratio,weekend_ratio,mean_service_price,service_price_std,poi_total,area_sq_km,poi_food_density,poi_business_density,poi_lifestyle_density,poi_total_density,capacity_kw_proxy,peak_capacity_ratio
204,8,114.06171175,22.563812375,57,1111455.492,4519.2385,126,177,586,41.378199655975024,104.99999999999996,0.39567782173248517,2.0300544900065596,1.0469026210021743,1.194817087228769,0.9686843037220528,0.8706256728550886,0.850325674945299,0.7556559219613258,0.03862438087158903,889,1.1114554920000002,113.36486337682335,159.25064141029947,527.2365868160198,799.8520916031425,627.0,0.16746411483253582
205,3,114.06568866666667,22.545090000000002,45,892615.5256,4458.9091,243,656,975,20.264958371700427,70.0,0.5886424824370385,2.417966970434414,0.8992629725283737,0.851154908298144,1.0912711363210916,1.076742332250159,0.982725777454768,0.760041482504604,3.232557296012795e-05,1874,0.8926155256,272.2336695148337,734.9188773733782,1092.295587559518,2099.44813444773,495.0,0.1414141414141414
206,8,114.065694125,22.53666,127,653157.6518,3521.9589,422,467,1370,96.40975619308878,322.29166666666663,0.7265595178214727,2.895194542769825,1.1616872622634928,1.676411655606933,0.8380085895477828,0.5819579153504892,0.6030890302438093,0.7519896121086556,0.047665069724262106,2259,0.6531576518,646.0921017108722,714.9881789075291,2097.5027946537793,3458.5830752721804,1397.0,0.23070269625387732
208,2,114.0978535,22.5642135,13,1153273.954,4421.1025,664,1201,2021,24.081669160527927,70.0,0.47749532708784787,2.3254202035043794,1.0456093491010425,1.117643040660448,0.9180029860691926,0.9731072545310326,1.0460538983383143,0.7599999999999997,1.1103508347936137e-16,3886,1.1532739539999999,575.752185937254,1041.3830953473523,1752.4023611132384,3369.5376423978446,143.0,0.48951048951048953
212,4,114.09517625000001,22.548613500000002,27,797566.5106,3572.0987,749,1068,3157,10.643220374207079,35.58333333333332,0.6880207622100847,2.904822561185571,1.053085235292726,1.196426252690956,0.9122549882899057,0.9124396543628434,0.8876898818087339,0.7592499999999999,1.1103508347936137e-16,4974,0.7975665106000001,939.106632544709,1339.0732757780363,3958.2905726884464,6236.470481011192,297.0,0.11980920314253643
213,11,114.08999254545455,22.536201636363636,74,1726685.513,6408.4087,467,335,1056,61.372193606762835,138.83333333333334,0.29390611963212215,1.8303484591044743,0.9886682300822912,1.0364440916026747,0.9823601096901105,0.9955231616546852,1.0696125107669578,0.7599999999999999,0.0,1858,1.726685513,270.4603684249478,194.0133263862045,611.5763363099462,1076.0500311210985,814.0,0.17055692055692057
214,2,114.079668,22.536392499999998,9,1268024.981,4595.687,849,1646,3544,3.4778430018416198,17.499999999999993,1.0789875501027477,4.025483609405769,0.9564461948337774,0.7612649137032319,0.9924707517664775,1.184461316512747,1.474624761147062,0.7599999999999999,1.1103508347936137e-16,6039,1.268024981,669.5451688423794,1298.0816818781586,2794.8976188190727,4762.524469539611,99.0,0.17676767676767668
215,2,114.07308499999999,22.566139999999997,52,1711875.143,6129.3717,64,196,413,29.106775629220376,132.41666666666666,0.9140473768368987,3.607407475755925,1.384555763676795,1.7710399808077357,0.7161482602397187,0.4721296954150788,0.413806521900263,0.7000000000000002,2.2207016695872274e-16,673,1.7118751429999999,37.38590414242612,114.49433143617999,241.25591266909356,393.1361482476997,572.0,0.231497668997669
216,3,114.07070866666668,22.541229333333334,24,1869575.601,7478.0719,553,755,1751,39.110660297728664,91.0,0.4139039915085037,1.9687726930161735,1.0790880046969713,0.9508895233157598,0.8815679919245051,1.0669466704268242,0.9931975003194597,0.7599999999999999,2.2207016695872274e-16,3059,1.869575601,295.7890548551291,403.83496639353075,936.5761935828772,1636.200214831537,264.0,0.3446969696969697
217,10,114.02406900000001,22.5281206,129,1446921.621,5092.7753,799,259,1591,195.07579020232245,513.9166666666665,0.5696059342646549,2.411878819912451,1.2338253581968561,1.4533253661848473,0.8928771415165372,0.6786576400744395,0.6988262886097687,0.7599998918047881,7.131041266155489e-06,2649,1.446921621,552.2068289005131,179.00071174622389,1099.575800726804,1830.783341373541,1419.0,0.3621681935635423
223,16,114.05661562499999,22.5085180625,187,2415608.675,7180.3276,101,469,429,186.49750493976364,323.2083333333333,0.22615986641982347,1.517223157622003,1.0375011047242169,1.0394588171508947,0.959498622774464,1.00041226887287,0.9044525949541995,0.7284114856698894,0.03743554734624039,999,2.4156086749999996,41.81140805018843,194.15396411424135,177.59499062901818,413.56036279344795,2057.0,0.15712607356992384
224,21,114.06547880952381,22.52022661904762,133,1827878.063,6198.1673,49,80,303,112.66969526933698,227.49999999999997,0.3575757634773851,1.8017267155531784,0.9276941772848903,0.8155546527328044,0.9980964742089912,1.1587274132295715,1.0284779841979115,0.7599999999999999,0.0,432,1.827878063,26.807039808541102,43.76659560578139,165.76598085689702,236.3396162712195,1463.0,0.1555023923444976
225,4,114.00775625,22.53414275,20,1576359.218,6120.9709,105,246,304,12.822064597401269,53.66666666666666,0.7838409527888887,3.27560352554396,1.0923705434326312,1.157910262530666,0.9733559432680315,0.8902407104341281,0.8807863649748635,0.7599999999999999,1.1103508347936137e-16,655,1.5763592180000001,66.60918323757345,156.05580072802923,192.8494448021174,415.5144287677201,220.0,0.2439393939393939
226,8,114.021964625,22.5350875,72,1206559.911,4921.4459,493,1218,1229,66.84627311617555,251.25,0.5649004080542238,2.695936885219183,1.114178027269004,1.4791497822240973,0.925551192398248,0.7098640674478146,0.7038850830058802,0.7311492863720074,0.038293244041341115,2940,1.206559911,408.59968535785373,1009.4815755899915,1018.5984042693757,2436.679665217221,792.0,0.3172348484848485
227,7,114.03189642857141,22.53303071428571,73,1643063.863,5777.1089,38,228,326,160.5618845278289,313.8333333333333,0.28113952539841064,1.6442206532579005,1.1231269310379988,1.105005883325805,0.8904177861759023,0.9467886851663203,0.9160504571801138,0.7751162358589846,0.10209210548297921,592,1.6430638629999998,23.127524654225812,138.76514792535488,198.40981677046355,360.30248935004425,803.0,0.39082606890826066
235,8,114.015710125,22.56383275,43,10820556.2,24877.3276,15,110,195,72.78133552665234,174.99999999999997,0.41448442303702077,2.019748592634288,1.0449449111853006,0.7559997979675752,0.8651563487267229,1.2111245896460983,1.1132550910057946,0.7599999999999999,0.0,320,10.820556199999999,1.3862503666863264,10.165836022366394,18.021254766922244,29.573341155974962,473.0,0.3699788583509513
307,15,113.94033826666667,22.498795466666667,169,3207891.135,7782.7606,58,128,444,233.70415531640063,363.4166666666666,0.24134408953496703,1.4526913290881267,0.977779639885632,0.9297913328588948,0.9454145241619467,1.0811326212983556,0.9888924135409091,0.7447943523634131,0.0029964314445766814,630,3.2078911349999997,18.080414066171233,39.9016034563779,138.40868698931084,196.39070451185995,1859.0,0.19549040702886852
309,9,113.8984141111111,22.499489333333333,136,7636038.231,13147.1368,6,21,98,53.353603949253106,165.08333333333331,0.4140509999387008,2.2178836025001005,1.1793892361256766,0.9117865682285331,0.8976114769914847,1.0597445743987128,0.9223554152493947,0.7040408225905461,0.005250070033727212,125,7.636038231,0.7857477684752572,2.7501171896634,12.8338802184292,16.369745176567857,1496.0,0.11034982174688056
310,1,113.888291,22.489926,10,4180337.833,8712.3216,111,183,403,10.644042868835685,34.99999999999999,0.7313833242432127,2.630579409068354,1.1106083416738857,0.9106201165714861,0.7260233647610959,1.1962867783956628,0.9792268891260063,0.7599999999999999,1.1103508347936137e-16,697,4.180337833,26.552877885551503,43.77636624374707,96.40369178267798,166.73293591197657,110.0,0.3181818181818181
311,5,113.8890598,22.480635200000002,64,6438287.336,19362.8594,24,226,305,57.35790506062,112.58333333333331,0.3195622834176371,1.728910192271843,0.9632479575451502,0.8219311817748968,0.9700467269070253,1.172677254076363,1.1596117054565351,0.648,0.0,555,6.438287336,3.727699424939117,35.10250291817668,47.37284685860128,86.20304920171708,704.0,0.15991950757575754
316,1,113.900938,22.550857,4,5513679.088,11176.98,145,581,970,12.902288597298954,28.0,0.6063681722208946,2.170157626598253,0.9168466354084815,1.003273262802933,1.0369113721163805,1.0188282390943673,0.9186107934209334,0.7599999999999999,1.1103508347936137e-16,1696,5.513679088000001,26.29822985446845,105.3742865203184,175.9260893712717,307.5986057460586,44.0,0.6363636363636364
320,4,113.913409,22.56502875,25,3289234.902,8135.6553,79,240,423,12.93764213265249,55.99999999999999,0.8337925081194729,3.7873980047981095,1.0744381565259236,1.5445014000382151,0.841560965943805,0.7155947980382952,0.6753836813276518,0.7610000000000001,0.0,742,3.2892349019999996,24.01774344300084,72.96529653569876,128.60133514416904,225.58437512286864,275.0,0.20363636363636362
321,4,113.935546,22.5593335,44,1270951.606,4570.2598,146,633,415,25.79981008287292,146.99999999999997,1.1105792910904504,4.4541671546238835,1.4291447085919509,1.843525783659289,0.7473474645743062,0.4037886772633231,0.5334822270129166,0.5700000000000002,1.1103508347936137e-16,1194,1.270951606,114.87455486955812,498.05200844130337,326.5269881566207,939.4535514674822,484.0,0.30371900826446274
322,2,113.9525085,22.558717,24,1237508.471,4476.7488,215,352,689,27.783616770257826,89.24999999999999,0.6145851562227873,2.4774792246277646,1.0183729507825314,0.9648980035705546,0.8532792010657291,1.083140539306996,0.941914927318039,0.7599999999999999,1.1103508347936137e-16,1256,1.237508471,173.7361844693183,284.4424973637211,556.76386557842,1014.9425474114594,264.0,0.33806818181818177
323,1,113.947256,22.546191,41,1910859.277,5543.0161,434,596,1114,64.26936099600981,258.41666666666663,1.1654501355271354,3.6487059520408027,1.285988072621511,2.0230618271130822,0.8966145864620022,0.2543586805757209,0.29799741161586324,0.7000000000000002,2.2207016695872274e-16,2144,1.910859277,227.12295207911328,311.90156552799886,582.9837986546825,1122.0083162617946,451.0,0.5729859571322985
324,7,113.93385142857143,22.547291142857144,60,1768189.627,5365.1321,378,724,749,33.04038696413954,115.49999999999996,0.5715541031892949,2.648274068187165,1.1128115914148533,1.3212412463809007,0.9396658396455015,0.7693233212255745,0.6973303103514987,0.7560359116022101,0.006678460100814704,1851,1.7681896270000002,213.77797620119168,409.4583459514888,423.59710099125016,1046.8334231439305,660.0,0.17499999999999993
325,5,113.9495944,22.5407428,49,994567.4101,4109.7808,129,756,523,52.80026089625536,170.91666666666666,0.714844704813779,2.872460554023948,1.207321539384938,1.6101181090346803,0.8732591379362965,0.569865225670473,0.6078283654942216,0.7373983287292818,0.07542337091627851,1408,0.9945674100999999,129.70463207418948,760.1294716905987,525.8567641457449,1415.6908679105331,539.0,0.3170995670995671
326,7,113.93035371428572,22.535729,106,1963022.086,6447.5728,77,215,274,73.4061908507264,267.74999999999994,0.8229349985416661,3.095776582778749,1.135152662184277,1.6700771142780702,0.968578504194904,0.5238822268520832,0.451284792277948,0.7428571428571428,0.0,566,1.9630220859999998,39.22523365842559,109.52500307222729,139.58070158972222,288.3309383203751,1166.0,0.22963121783876497
328,6,113.96927483333333,22.548379833333332,75,2812415.545,8117.6664,337,410,1364,124.24187017214037,279.99999999999994,0.4356524626935219,2.0283017283211158,0.9879384780281084,0.6838696108885018,0.8924565217636057,1.2616603759603275,1.1084256171759859,0.7500905463474523,0.050423445373885815,2111,2.812415545,119.82582040521328,145.78215538913187,484.9923413433558,750.6003171377009,825.0,0.3393939393939393
329,17,113.9795695882353,22.54494094117647,254,3338853.123,8176.1868,116,284,590,400.6744368029977,727.9999999999999,0.30162635794954656,1.6453466275350876,0.9853603459398552,0.8174114789832035,0.9400498115028513,1.1567198820909166,1.0797239396152483,0.7600588235294118,1.1103508347936137e-16,990,3.3388531230000003,34.74246866414195,85.05914741910615,176.70738372279095,296.50899980603907,2794.0,0.26055833929849676
330,4,113.98250974999999,22.535186,30,2918692.653,8592.7535,202,146,891,64.19746345534068,143.16666666666666,0.3549785923288083,1.8534610807913645,1.0656684851043163,1.0668428515095485,0.8981721606956076,0.9784937428570116,0.9387088129420932,0.7599999999999999,0.0,1239,2.918692653,69.20906858499568,50.02239610598698,305.27366390708494,424.5051285980676,330.0,0.4338383838383838
331,2,113.96515550000001,22.5273085,36,2840625.569,9120.979,217,120,677,98.55730445569878,189.0,0.3946555862886215,1.7756167436444246,0.9728613948465059,0.7711997289523039,0.9767963097909849,1.1806890159766739,1.08880633758486,0.7599999999999999,1.1103508347936137e-16,1014,2.840625569,76.39162386206064,42.24421596058653,238.327785044309,356.9636248669562,396.0,0.4772727272727273
332,12,113.95474833333333,22.542768166666665,147,3541905.542,10892.7484,286,184,858,168.14626416385303,364.2916666666666,0.3537028956468559,1.8978962646216775,1.0597908569347219,1.2059190062355194,0.9264837404954749,0.8748408112169483,0.7602887327363879,0.7716666666666664,1.1103508347936137e-16,1328,3.541905542,80.74749498782653,51.94943733482546,242.2424849634796,374.9394172861316,1617.0,0.22528860028860023
333,5,113.9610776,22.5671954,22,2415248.82,9275.2957,488,914,1513,34.3497984128811,83.99999999999999,0.5065335354141669,2.0378576653815283,0.9029154347513413,0.8601434106626764,1.0462238031858795,1.112881147670312,1.088082615479322,0.7599999999999999,1.1103508347936137e-16,2915,2.41524882,202.04957599358232,378.42891897158654,626.4364927833813,1206.9149877485502,242.0,0.3471074380165289
335,19,113.97514931578948,22.577911263157898,249,18322509.38,22022.1969,75,112,341,395.4527021626253,638.5000000000001,0.23565880116820703,1.45741301934423,0.8968573244146276,0.8270871951654958,1.0492222636067143,1.143010049153968,1.1099399676240806,0.749289308907628,0.03506472371777916,528,18.32250938,4.093325780030246,6.112699831511835,18.61098787987085,28.817013491412933,2739.0,0.23311427528295003
340,1,113.965995,22.587332,23,1507854.982,6029.195,770,870,2256,1.959685773480663,13.999999999999996,1.298826983642081,5.358001850138759,1.0128481858361598,0.84448555863912,0.930688320142529,1.1203244283725318,1.1509813605163957,0.8193784530386741,0.3037112230097649,3896,1.507854982,510.6591875159517,576.9785625180234,1496.1651000467364,2583.8028500807113,253.0,0.055335968379446626
343,1,113.994306,22.59737,28,2497138.177,7339.5401,453,564,1047,24.46387737875997,162.16666666666663,1.320511690024452,5.269674331289557,1.3944197739585793,2.24752578507951,0.7199073438760779,0.2044822050640504,0.4280739599078522,0.7599999999999999,1.1103508347936137e-16,2064,2.497138177,181.40766264853752,225.85854687367586,419.279962015494,826.5461715377074,308.0,0.5265151515151514
346,3,113.93734866666667,22.621212,61,35455182.04,37122.9824,508,1110,1355,1940.5617727691279,5073.0,0.5850023219927488,2.2672987766088415,1.0891221178092445,0.9565223931015404,0.625398461821472,1.0707845541958068,0.8740994977104724,0.715184883364027,0.19951931301485923,2973,35.45518204,14.327947870268503,31.307130188972515,38.21726252797996,83.85234058722098,671.0,7.560357675111773
347,4,113.93856025,22.52003075,29,2444494.523,6236.0308,277,211,793,18.099106206517288,76.99999999999999,0.7175275966258665,3.094075440025597,1.0173802961893559,1.4422013413689756,0.9582326945935628,0.7133237714644963,0.8072945094289474,0.7599999999999999,1.1103508347936137e-16,1281,2.444494523,113.31586035220583,86.31641348128315,324.4024449794196,524.0347188129085,319.0,0.24137931034482754
348,1,113.950976,22.52246,33,3082857.139,11446.4803,6,18,80,15.053072884694084,49.0,0.7226417259040926,2.7901279905915732,1.0162171966960483,0.7277198465332072,0.877802698083598,1.2308522832446451,1.2808014992191494,0.7599999999999999,1.1103508347936137e-16,104,3.082857139,1.9462465269948404,5.838739580984521,25.949953693264536,33.7349398012439,363.0,0.1349862258953168
406,2,114.2769395,22.587496,14,6405791.042,22521.9338,51,61,221,14.148418316451808,49.0,0.6274770350385087,2.597463488711457,0.7947229175811792,0.8082762875345539,1.11107261920298,1.1883012881007875,1.1206051318440573,0.7599999999999999,1.1103508347936137e-16,333,6.405791042000001,7.961545992620594,9.522633442154044,34.50003263468924,51.98421206946387,154.0,0.3181818181818182
408,6,114.307996,22.597927833333333,57,4386485.281,13001.8672,284,165,1105,36.30297696695313,98.0,0.5246453921754699,2.2174490007604537,0.8739561489305102,0.676765973606994,0.9378749286785897,1.292006086429962,1.0995992092188038,0.7599999999999999,0.0,1554,4.386485281000001,64.74431847067675,37.61553713965374,251.9101123594993,354.2699679698298,627.0,0.15629984051036683
501,5,113.8851516,22.5533188,47,2835686.366,7877.3746,445,433,1632,135.03676007456005,255.0,0.32312081210053645,1.6736183530707853,1.0409449831273496,0.8860591176811647,0.8914222299983888,1.1011372570004834,1.0791589246883369,0.7599999999999999,1.1103508347936137e-16,2510,2.835686366,156.92849721872238,152.69671751844223,575.522039238101,885.1472539752656,517.0,0.4932301740812379
502,5,113.873949,22.555547400000002,100,2548617.816,6842.3294,40,219,318,158.66913974575402,330.74999999999994,0.4242739625620233,1.8749707755188172,0.8708960982329054,0.6557637165344867,1.0041068374389601,1.2812981971522146,1.095959346055412,0.771713167587477,0.06069889714693926,577,2.548617816,15.694781598434842,85.92892925143076,124.773513707557,226.39722455742262,1100.0,0.3006818181818181
506,8,113.906922375,22.571196875,162,3296103.406,7796.8479,604,1033,2243,360.72954154517083,619.4166666666665,0.25941861945864847,1.5523102551237753,0.9694244739219007,0.9808002851256169,0.9439065413159055,1.0668148147038294,1.0583447548213192,0.6441163674033149,0.053804802169446116,3880,3.296103406,183.24667815351907,313.40036180891593,680.5004951959326,1177.1475351583676,1782.0,0.34759633370744475
508,8,113.891567625,22.577336875,76,2793041.383,6587.1241,1099,1129,3674,52.852134009873126,135.62499999999997,0.4047050806498118,1.9866747477100029,0.8620738462678548,0.838444734397455,1.0839588290250608,1.1331665122398211,0.9753353420229567,0.7674056169429097,0.03786683171372533,5902,2.793041383,393.47787923556166,404.21885865054514,1315.4119456883107,2113.1086835744177,836.0,0.16223086124401911
511,2,113.9028995,22.591853999999998,15,4814293.824,13647.0529,302,783,955,5.603672690300797,24.5,0.836847881099301,3.1229518508977407,1.0409120591424583,0.8519820991019595,0.901682852161827,1.1428079705507679,0.9585815772307129,0.66,1.1103508347936137e-16,2040,4.814293824,62.729864657300986,162.64067558498897,198.36761836994185,423.7381586122318,165.0,0.1484848484848485
512,11,113.88477954545455,22.586916545454546,86,2388020.447,6230.0719,1201,1387,3506,101.00366645564762,192.5,0.3272189495007399,1.6979581634821987,0.8358010323270701,0.7724933479069194,1.0982691678414778,1.180712109546222,1.1024518860435324,0.7548152519671855,0.007209576707195601,6094,2.388020447,502.92701702315026,580.8157973448039,1468.161633374825,2551.904447742779,946.0,0.20348837209302326
513,14,113.86202557142857,22.614470214285713,171,7294701.075,12584.9552,177,663,414,366.39312925235316,699.9999999999999,0.3688385619267064,1.7331088275656796,0.8886561040494886,0.7255387486808691,1.0036477152893046,1.2416434321949235,1.1268643327391252,0.7466946198368849,0.10611527970554274,1254,7.294701075,24.264188234745454,90.88789152336855,56.753525023641906,171.90560478175593,1881.0,0.3721424774056352
516,1,113.864174,22.625239,71,1485980.953,5828.7387,356,786,781,244.46566944188663,451.0,0.34015013193533744,1.6648554413761985,1.0011630694762275,0.8301105013110698,0.8326832233647989,1.1864508484278566,1.0376057733026747,0.9163996316758749,0.45311018479723425,1923,1.4859809529999999,239.57238434401387,528.9435227370643,525.5787420580754,1294.0946491391537,781.0,0.5774647887323944
519,14,113.857816,22.593296428571428,223,4604265.238,8854.3041,737,1755,2062,996.8470906550543,4424.083333333333,1.0088684755877528,3.8753837335888823,0.6924761321477585,0.9915397141507657,0.6122550085403722,1.2078891976351158,0.9567381395738952,0.5636355383451722,0.07913560501743673,4554,4.604265238,160.0689712480895,381.16831009551845,447.84561562219886,989.0828969658069,2453.0,1.8035398831362957
520,3,113.83939366666668,22.600624333333332,124,3111930.817,7352.3793,1695,1809,3053,118.11221496444648,368.08333333333326,0.6421517915351957,2.630259989848198,1.077198642984184,1.4026738128776282,0.9099039747640346,0.7469404774714148,0.7751131484197289,0.773360190300798,0.1342461912111024,6557,3.1119308169999997,544.6779185258475,581.311123665639,981.0629411559955,2107.0519833474823,1364.0,0.2698558162267839
522,6,113.8492895,22.607952666666666,86,1956536.412,6419.1707,872,1156,1928,260.3395535988336,450.9166666666666,0.37364865253261953,1.5940720273319977,0.8932541184709187,0.6498335298955283,0.9833201253092972,1.2988590656354928,1.1797237775162537,0.6865276434929404,0.1932446603763147,3956,1.956536412,445.68554648498923,590.8400134594582,985.4148321365358,2021.9403920809832,946.0,0.47665609584214225
525,7,113.8759962857143,22.56204442857143,96,1721567.81,5219.8913,475,517,2413,107.85848496329545,206.5,0.3377608428453186,1.7673582509359678,0.93775733276222,0.7974883386056458,0.9856765030111204,1.172648802467226,1.0334708523293226,0.7458221520652458,0.04323740184840362,3405,1.72156781,275.9112927419339,300.3076596791154,1401.629367129024,1977.8483195500733,1056.0,0.19554924242424243
526,14,113.86123428571429,22.57084371428571,262,3175053.094,7269.63,1614,973,3032,385.33318865740733,650.9999999999999,0.3117433085897592,1.528979812819819,0.9531691182685544,0.7126293383235581,0.9642117270173512,1.2417112680102256,1.1538487263788904,0.6056078992370428,0.04296799452245494,5619,3.175053094,508.33795600143753,306.4515682710029,954.9446608403708,1769.7341851128112,2882.0,0.22588480222068005
527,5,113.85067079999999,22.5735602,146,2104763.882,6132.2759,345,747,1681,225.10313315300795,393.1666666666666,0.31056550842449904,1.617036577418851,0.9741391196307787,0.761064083653338,0.918120870629083,1.2212940243231762,1.1053128271948618,0.7596008287292817,0.06065806869621341,2773,2.1047638820000003,163.9138731667004,354.90916885659476,798.6644080962996,1317.4874501195948,1606.0,0.2448111249481112
528,4,113.87249075,22.5790635,33,1606363.081,5175.1166,1151,979,3640,21.09112345252711,68.24999999999999,0.5522696930325339,2.3785677789798227,1.0110364711306692,1.1842795149067435,0.9635649483671848,0.8970587433758431,0.8152929400385431,0.73,0.0,5770,1.606363081,716.5254316499073,609.4512576761592,2265.9883329328086,3591.965022258875,363.0,0.1880165289256198
529,3,113.860834,22.615499666666665,48,988491.3026,4061.4337,98,245,450,76.2152729818907,168.0,0.44752701165369174,1.9287472739870426,0.9029427064865345,0.8958175219809917,1.0585867591202232,1.1023613786296604,1.0440209125186979,0.7629999999999999,1.1103508347936137e-16,793,0.9884913026000001,99.14098357996012,247.8524589499003,455.23921031614344,802.2326528460038,528.0,0.3181818181818182
552,2,113.815313,22.663619500000003,49,3220526.259,8122.5987,752,1341,2819,107.75653199815837,209.99999999999997,0.3983122972642058,1.8189152561382522,0.9047769480246372,0.6731655341938257,0.9714704077213774,1.279825443125846,1.1882840789619102,0.7625295580110497,0.024460374308140766,4912,3.220526259,233.50221036033477,416.3915745920331,875.3227805927975,1525.2165655451654,539.0,0.3896103896103896
